Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_003673,Olive latent virus 2,RefSeq,GCF_000851305.3,"Grieco,F., Dell'Orco,M., Martelli,G.P.","National Center for Biotechnology Information, NIH",USA,1996-01-05,,Olive latent virus 2,3128,complete,RNA 1,,,Olea,,
NC_003674,Olive latent virus 2,RefSeq,GCF_000851305.3,"Grieco,F., Dell'Orco,M., Martelli,G.P.","National Center for Biotechnology Information, NIH",USA,1996-01-05,,Olive latent virus 2,2735,complete,RNA 2,,,Olea,,
NC_003793,Spiroplasma phage C74,RefSeq,GCF_000839205.1,"Bebear,C.M., Aullo,P., Bove,J., Renaudin,J.","National Center for Biotechnology Information, NIH",USA,1996-01-01,,Vespertiliovirus C74,7768,complete,,,,Spiroplasma citri,,
NC_001701,Goose parvovirus,RefSeq,GCF_000839685.1,"Zadori,Z., Stefancsik,R., Rauch,T., Kisary,J.","National Center for Biotechnology Information, NIH",USA,1995-12-12,,Dependoparvovirus anseriform1,5106,complete,,,,Anser anser,,
NC_001702,Murine type C retrovirus,RefSeq,GCF_000859085.1,"Heinemeyer,T.","National Center for Biotechnology Information, NIH",USA,1995-12-12,,Murine leukemia virus,8135,complete,,,,,,
NC_003625,Impatiens necrotic spot virus,RefSeq,GCF_000852025.1,"van Poelwijk,F., Prins,M., Goldbach,R., Van Poelwijk,F.A.J.","National Center for Biotechnology Information, NIH",USA,1995-11-21,,Orthotospovirus impatiensnecromaculae,8776,complete,L,,,,,
NC_002803,Sprivivirus cyprinus,RefSeq,GCF_000850305.1,"Bjorklund,H.V., Higman,K.H., Kurath,G., Johansson,T.R., Oreshkova,S., Batts,W.N.","National Center for Biotechnology Information, NIH",USA,1995-11-16,,Sprivivirus cyprinus,11019,complete,,,,Cyprinus carpio,,
NC_003568,Elm mottle virus,RefSeq,GCF_000850545.1,"Ge,X., Scott,S.W., Zimmerman,M.T.","National Center for Biotechnology Information, NIH",USA,1995-11-02,,Elm mottle virus,2874,complete,RNA 2,,,Ulmus glabra,,
NC_002064,Leishmania RNA virus 2 - 1,RefSeq,GCF_000847665.1,"Scheffter,S.M., Ro,Y.T., Chung,I.K., Patterson,J.L.","National Center for Biotechnology Information, NIH",USA,1995-10-31,,Leishmania RNA virus 2,5241,complete,,,,Leishmania major,,
NC_003760,Rice dwarf virus,RefSeq,GCF_000850725.1,"Qu,L., Li,Y., Quan,S., Ding,S., Suzuki,N., Chen,Z.","National Center for Biotechnology Information, NIH",USA,1995-10-31,,Rice dwarf virus,1578,complete,7,,,,,
NC_001696,Lucerne transient streak virus,RefSeq,GCF_000861405.1,"Ling,R., Pate,A.E., Carr,J.P., Firth,A.E., Somera,M., Truve,E.","National Center for Biotechnology Information, NIH",USA,1995-10-27,LTSV-Can,Lucerne transient streak virus,4279,complete,,Canada,,Medicago sativa,,
NC_003633,Oat chlorotic stunt virus,RefSeq,GCF_000856785.1,"Boonham,N., Henry,C.M., Wood,K.R.","National Center for Biotechnology Information, NIH",USA,1995-10-24,,Avenavirus avenae,4114,complete,,,,,,
NC_003897,Tomato leaf curl Karnataka virus,RefSeq,GCF_000840185.1,"Chatchawankanphanich,O., Chiang,B.-T., Green,S.K., Singh,S.J., Mehta,P., Maxwell,D.P.","National Center for Biotechnology Information, NIH",USA,1995-10-24,isolate 2,Tomato leaf curl Karnataka virus,2759,complete,,,,,,
NC_001693,Human papillomavirus type 60,RefSeq,GCF_000838505.1,"Matsukura,T., Iwasaki,T., Kawashima,M., Delius,H., Farmer,A.D.","Andrew D. Farmer, HIV Sequence Database, Los Alamos National Labroatory, T-10, Mail Stop K710, Los Alamos, NM 87501",USA,1995-10-18,,Gammapapillomavirus 4,7313,complete,,,,,,
NC_001694,Alphapapillomavirus 3,RefSeq,GCF_000862805.1,"Delius,H., Farmer,A.D.","National Center for Biotechnology Information, NIH",USA,1995-10-18,,Alphapapillomavirus 3,7989,complete,,,,,,
NC_001690,Human papillomavirus type 48,RefSeq,GCF_000839365.1,"Muller,M., Kelly,G., Fiedler,M., Gissmann,L., Delius,H., Farmer,A.D.","Andrew D. Farmer, HIV Sequence Database, Los Alamos National Labroatory, T-10, Mail Stop K710, Los Alamos, NM 87501",USA,1995-10-17,,Gammapapillomavirus 2,7100,complete,,,,,,
NC_001691,Human papillomavirus type 50,RefSeq,GCF_000841625.1,"Favre,M., Obalek,S., Jablonska,S., Orth,G., Delius,H., Farmer,A.D.","Andrew D. Farmer, HIV Sequence Database, Los Alamos National Labroatory, T-10, Mail Stop K710, Los Alamos, NM 87501",USA,1995-10-17,,Gammapapillomavirus 3,7184,complete,,,,,,
NC_001676,Human papillomavirus type 54,RefSeq,GCF_000864725.1,"Delius,H., Farmer,A.D.F.","National Center for Biotechnology Information, NIH",USA,1995-10-12,,Alphapapillomavirus 13,7759,complete,,,,,,
NC_003689,Cherry virus A,RefSeq,GCF_000855945.1,"Jelkmann,W.","National Center for Biotechnology Information, NIH",USA,1995-10-03,,Cherry virus A,7383,complete,,,,,,
NC_003759,Rice ragged stunt virus,RefSeq,GCF_000852965.1,"Li,Z., Upadhyaya,N.M., Kositratana,W., Gibbs,A.J., Waterhouse,P.M.","National Center for Biotechnology Information, NIH",USA,1995-09-23,,Rice ragged stunt virus,2682,complete,5,,,,,
NC_003501,Brome streak mosaic virus,RefSeq,GCF_000860645.1,"Gotz,R., Maiss,E.","National Center for Biotechnology Information, NIH",USA,1995-09-20,,Brome streak mosaic virus,9672,complete,,,,,,
NC_004048,Satellites of Trichomonas vaginalis T1 virus,RefSeq,GCF_000841025.1,"Tai,J.H., Chang,S.C., Ip,C.F., Ong,S.J., Tai,J.-H.","National Center for Biotechnology Information, NIH",USA,1995-09-14,T1,Satellites of Trichomonas vaginalis T1 virus,497,complete,,,,Trichomonas vaginalis,,
NC_001672,Tick-borne encephalitis virus,RefSeq,GCF_000863125.1,"Wallner,G., Mandl,C.W., Kunz,C., Heinz,F.X., Stockl,E.","National Center for Biotechnology Information, NIH",USA,1995-09-05,,Orthoflavivirus encephalitidis,11141,complete,,,,Mus musculus,,
NC_003513,Beet necrotic yellow vein virus,RefSeq,GCF_000854885.1,"Kiguchi,T., Saito,M., Tamada,T.","National Center for Biotechnology Information, NIH",USA,1995-09-02,S43,Beet necrotic yellow vein virus,1320,complete,RNA 5,,,,,
NC_003491,Beet mild yellowing virus,RefSeq,GCF_000857745.1,"Guilley,H., Richards,K.E., Jonard,G., Richards,K.","National Center for Biotechnology Information, NIH",USA,1995-08-18,2ITB,Beet mild yellowing virus,5722,complete,,,,,,
NC_003891,Tomato leaf curl Bangalore virus,RefSeq,GCF_000839265.1,"Hong,Y.G., Harrison,B.D., Hong,Y.","National Center for Biotechnology Information, NIH",USA,1995-08-14,,Tomato leaf curl Bangalore virus,2749,complete,,,,,,
NC_003548,Citrus leaf rugose virus,RefSeq,GCF_000851985.1,"Scott,S.W., Ge,X.","National Center for Biotechnology Information, NIH",USA,1995-08-02,,Citrus leaf rugose virus,3404,complete,RNA 1,,,,,
NC_003885,Fusarium solani virus 1,RefSeq,GCF_000851545.1,"Nogawa,M., Kageyama,T., Nakatani,A., Taguchi,G., Shimosaka,M., Okazaki,M.","National Center for Biotechnology Information, NIH",USA,1995-07-07,,Fusarium solani virus 1,1645,complete,RNA 1,,,,,
NC_003886,Fusarium solani virus 1,RefSeq,GCF_000851545.1,"Nogawa,M., Kageyama,T., Nakatani,A., Taguchi,G., Shimosaka,M., Okazaki,M.","National Center for Biotechnology Information, NIH",USA,1995-07-07,,Fusarium solani virus 1,1445,complete,RNA 2,,,,,
NC_003535,Cowpea mottle virus,RefSeq,GCF_000851965.1,"You,X.J., Kim,J.W., Stuart,G.W., Bozarth,R.F.","National Center for Biotechnology Information, NIH",USA,1995-07-01,,Gammacarmovirus vignae,4029,complete,,,,Vigna unguiculata,,
NC_003619,Groundnut bud necrosis virus,RefSeq,GCF_000851245.1,"Satyanarayana,T., Mitchell,S.E., Reddy,D.V., Brown,S., Kresovich,S., Jarret,R., Naidu,R.A., Demski,J.W.","National Center for Biotechnology Information, NIH",USA,1995-06-28,,Orthotospovirus arachinecrosis,3057,complete,S,,,,,
NC_003473,Banana bunchy top virus,RefSeq,GCF_000847305.1,"Burns,T.M., Harding,R.M., Dale,J.L.","National Center for Biotechnology Information, NIH",USA,1995-06-21,,Babuvirus musae,1075,complete,DNA S,,,,,
NC_003474,Banana bunchy top virus,RefSeq,GCF_000847305.1,"Burns,T.M., Harding,R.M., Dale,J.L.","National Center for Biotechnology Information, NIH",USA,1995-06-21,,Babuvirus musae,1043,complete,DNA M,,,,,
NC_003475,Banana bunchy top virus,RefSeq,GCF_000847305.1,"Burns,T.M., Harding,R.M., Dale,J.L.","National Center for Biotechnology Information, NIH",USA,1995-06-21,,Babuvirus musae,1060,complete,DNA U3,,,,,
NC_003476,Banana bunchy top virus,RefSeq,GCF_000847305.1,"Wanitchakorn,R., Hafner,G.J., Harding,R.M., Dale,J.L., Burns,T.M.","National Center for Biotechnology Information, NIH",USA,1995-06-21,,Babuvirus musae,1089,complete,DNA N,,,,,
NC_003477,Banana bunchy top virus,RefSeq,GCF_000847305.1,"Burns,T.M., Harding,R.M., Dale,J.L.","National Center for Biotechnology Information, NIH",USA,1995-06-21,,Babuvirus musae,1018,complete,DNA C,,,,,
NC_001619,Lambdapapillomavirus 2,RefSeq,GCF_000840825.1,"Isegawa,N., Ohta,M., Shirasawa,H., Tokita,H., Yamaura,A., Simizu,B., Delius,H., Van Ranst,M.A., Jenson,A.B., zur Hausen,H., Sundberg,J.P., Nakano,K.","National Center for Biotechnology Information, NIH",USA,1995-06-15,Y62,Lambdapapillomavirus 2,8607,complete,,,,,,
NC_001661,Citrus tristeza virus,RefSeq,GCF_000862265.1,"Karasev,A.V., Hilf,M.E., Garnsey,S.M., Dawson,W.O., Boyko,V.P., Gowda,S., Nikolaeva,O.V., Koonin,E.V., Niblett,C.L., Cline,K., Gumpf,D.J., Lee,R.F., Lewandowski,D.J., Pappu,H.R., Anderson,E.J., Pappu,S.S., Febres,V., Eckloff,R.M.G., McCaffery,M., Boyko,V., Dolja,V.V.","National Center for Biotechnology Information, NIH",USA,1995-05-16,,Citrus tristeza virus,19296,complete,,,,,,
NC_002038,Peanut stunt virus,RefSeq,GCF_000863785.1,"Naidu,R.A., Hu,C.-C., Pennington,C.-C., Ghabrial,S.A.","National Center for Biotechnology Information, NIH",USA,1995-05-12,,Peanut stunt virus,3357,complete,RNA 1,,,Vigna unguiculata,,
NC_002039,Peanut stunt virus,RefSeq,GCF_000863785.1,"Naidu,R.A., Hu,C.-C., Pennington,R.E., Ghabrial,S.A.","National Center for Biotechnology Information, NIH",USA,1995-05-12,,Peanut stunt virus,2947,complete,RNA 2,,,Vigna unguiculata,,
NC_002040,Peanut stunt virus,RefSeq,GCF_000863785.1,"Naidu,R.A., Hu,C.-C., Pennington,R.E., Ghabrial,S.A., Collins,G.B.","National Center for Biotechnology Information, NIH",USA,1995-05-12,,Peanut stunt virus,2188,complete,RNA 3,,,Vigna unguiculata,,
NC_001658,Cassava common mosaic virus,RefSeq,GCF_000849345.1,"Calvert,L.A., Cuervo,M.I., Ospina,M.D., Fauquet,C.M., Ramirez,B.C.","National Center for Biotechnology Information, NIH",USA,1995-04-15,,Cassava common mosaic virus,6376,complete,,,,,,
NC_003546,Citrus leaf rugose virus,RefSeq,GCF_000851985.1,"Scott,S.W., Ge,X.","National Center for Biotechnology Information, NIH",USA,1995-04-05,,Citrus leaf rugose virus,2289,complete,RNA 3,,,,,
NC_001654,Jembrana disease virus,RefSeq,GCF_003196735.1,"Chadwick,B.J., Coelen,R.J., Wilcox,G.E., Sammels,L.M., Kertayadnya,G.","National Center for Biotechnology Information, NIH",USA,1995-03-28,,Jembrana disease virus,7732,complete,,,,Bos javanicus,,
NC_003500,Carnation Italian ringspot virus,RefSeq,GCF_000856765.2,"Rubino,L., Burgyan,J., Russo,M.","National Center for Biotechnology Information, NIH",USA,1995-03-28,,Tombusvirus dianthi,4763,complete,,,,,,
NC_003654,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,4391,complete,1,,,,,
NC_003655,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,3732,complete,2,,,,,
NC_003656,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,3753,complete,3,,,,,
NC_003657,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,3560,complete,4,,,,,
NC_003658,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,3427,complete,5,,,,,
NC_003659,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,2970,complete,6,,,,,
NC_003660,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,1994,complete,7,,,,,
NC_003661,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Koizumi,M., Watanabe,H., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-03-25,,Nilaparvata lugens reovirus,1640,complete,9,,,,,
NC_001652,Infectious hematopoietic necrosis virus,RefSeq,GCF_000850065.1,"Morzunov,S.P., Winton,J.R., Nichol,S.T.","National Center for Biotechnology Information, NIH",USA,1995-03-22,,Novirhabdovirus salmonid,11131,complete,,,,Oncorhynchus tshawytscha,,
NC_001651,Citrus bent leaf viroid,RefSeq,GCF_000855385.1,"Ben-Shaul,A., Yang,G., Mogilner,N., Hadas,R., Mawassi,M., Gafny,R., Bar-Joseph,M.","National Center for Biotechnology Information, NIH",USA,1995-03-15,,Citrus bent leaf viroid,315,complete,,,,,,
NC_003824,Trichomonas vaginalis virus,RefSeq,GCF_000852245.1,"Tai,J.H., Ip,C.F., Tai,J.-H.","National Center for Biotechnology Information, NIH",USA,1995-03-09,,Trichomonas vaginalis virus,4647,complete,,,,,,
NC_003632,Potato aucuba mosaic virus,RefSeq,GCF_000852045.1,"Xu,H., Leclerc,D., Leung,B., AbouHaidar,M.G.","National Center for Biotechnology Information, NIH",USA,1995-03-02,,Potato aucuba mosaic virus,7059,complete,,,,,,
NC_001647,Panicum streak virus,RefSeq,GCF_000839585.1,"Schnippenkoetter,W.H., Martin,D.P., Hughes,F.L., Fyvie,M., Willment,J.A., James,D., von Wechmar,M.B., Rybicki,E.P.","National Center for Biotechnology Information, NIH",USA,1995-02-11,,Panicum streak virus,2705,complete,,,,,,
NC_001642,Bamboo mosaic virus,RefSeq,GCF_000847825.1,"Lin,N.S., Lin,B.Y., Lo,N.W., Hu,C.C., Chow,T.Y., Hsu,Y.H., Hsu,Y.-H.","National Center for Biotechnology Information, NIH",USA,1995-01-29,BaMV-O,Potexvirus bambusae,6366,complete,,,,,,
NC_003617,Lettuce infectious yellows virus,RefSeq,GCF_000850585.1,"Klaassen,V.A., Boeshore,M.L., Koonin,E.V., Tian,T., Falk,B.W.","National Center for Biotechnology Information, NIH",USA,1995-01-29,92,Lettuce infectious yellows virus,8118,complete,RNA 1,,,Nicotiana clevelandii,,
NC_003618,Lettuce infectious yellows virus,RefSeq,GCF_000850585.1,"Klaassen,V.A., Boeshore,M.L., Koonin,E.V., Tian,T., Falk,B.W., Boeshore,M., Dolja,V.V.","National Center for Biotechnology Information, NIH",USA,1995-01-29,92,Lettuce infectious yellows virus,7193,complete,RNA 2,,,Nicotiana clevelandii,,
NC_003653,Nilaparvata lugens reovirus,RefSeq,GCF_000852065.1,"Nakashima,N., Noda,H.","National Center for Biotechnology Information, NIH",USA,1995-01-29,,Nilaparvata lugens reovirus,1802,complete,8,,,,,
NC_003470,Atkinsonella hypoxylon virus,RefSeq,GCF_000837505.5,"Oh,C.S., Hillman,B.I.","National Center for Biotechnology Information, NIH",USA,1995-01-27,,Atkinsonella hypoxylon virus,2180,complete,1,,,,,
NC_003471,Atkinsonella hypoxylon virus,RefSeq,GCF_000837505.5,"Oh,C.S., Hillman,B.I.","National Center for Biotechnology Information, NIH",USA,1995-01-27,,Atkinsonella hypoxylon virus,2135,complete,2,,,,,
NC_004047,Bean common mosaic necrosis virus,RefSeq,GCF_000861385.1,"Fang,G.W., Allison,R.F., Zambolim,E.M., Maxwell,D.P., Gilbertson,R.L., Fang,G.F.","National Center for Biotechnology Information, NIH",USA,1995-01-19,Michigan,Potyvirus phaseoli,9612,complete,,,,Phaseolus vulgaris,,
NC_001825,Streptococcus phage Cp1,RefSeq,GCF_000849625.1,"Martin,A.C., Lopez,R., Garcia,P., Escarmis,C., Gomez,A., Garcia,E., Ronda,C., Salas,M.","National Center for Biotechnology Information, NIH",USA,1995-01-18,,Cepunavirus Cp1,19343,complete,,,,Streptococcus pneumoniae,,
NC_001982,Helicoverpa armigera stunt virus,RefSeq,GCF_000849105.1,"Hanzlik,T.N., Dorrian,S.J., Johnson,K.N., Brooks,E.M., Gordon,K.H.","National Center for Biotechnology Information, NIH",USA,1995-01-02,black mountain,Helicoverpa armigera stunt virus,2478,complete,RNA 2,,,,,
NC_001981,Helicoverpa armigera stunt virus,RefSeq,GCF_000849105.1,"Gordon,K.H., Johnson,K.N., Hanzlik,T.N., Gordon,K.H.J.","National Center for Biotechnology Information, NIH",USA,1994-12-18,,Helicoverpa armigera stunt virus,5312,complete,RNA 1,,,Helicoverpa armigera,,
NC_001641,Saccharomyces cerevisiae virus L-BC (La),RefSeq,GCF_000847405.1,"Park,C.M., Lopinski,J.D., Masuda,J., Tzeng,T.H., Bruenn,J.A.","Jeremy A. Bruenn, Biological Sciences, State University of New York at Buffalo, SUNY/Buffalo, Buffalo, NY 14260",USA,1994-12-07,,Saccharomyces cerevisiae virus LBCLa,4615,complete,,,,Saccharomyces cerevisiae,,
NC_003547,Citrus leaf rugose virus,RefSeq,GCF_000851985.1,"Ge,X., Scott,S.W.","National Center for Biotechnology Information, NIH",USA,1994-12-07,,Citrus leaf rugose virus,2990,complete,RNA 2,,,Citrus,,
NC_003823,Ustilago maydis virus H1,RefSeq,GCF_000851465.1,"Bruenn,J.A.","National Center for Biotechnology Information, NIH",USA,1994-12-07,,Ustilago maydis virus H1,6099,complete,,,,Ustilago maydis,,
NC_003813,Subterranean clover stunt virus,RefSeq,GCF_002994705.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,,Subterranean clover stunt virus,1001,complete,,,,Trifolium subterraneum,,
NC_003814,Subterranean clover stunt C2 alphasatellite,RefSeq,GCF_002149165.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,,Subterranean clover stunt C2 alphasatellite,1022,complete,,,,Trifolium subterraneum,,
NC_003815,Subterranean clover stunt virus,RefSeq,GCF_002994705.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,,Subterranean clover stunt virus,991,complete,,,,Trifolium subterraneum,,
NC_003816,Subterranean clover stunt virus,RefSeq,GCF_002994705.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,F,Subterranean clover stunt virus,1002,complete,,,,Trifolium subterraneum,,
NC_003817,Subterranean clover stunt virus,RefSeq,GCF_002994705.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,F,Subterranean clover stunt virus,998,complete,,,,Trifolium subterraneum,,
NC_003818,Subterranean clover stunt C6 alphasatellite,RefSeq,GCF_002149265.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,F,Subterranean clover stunt alphasatellite 2,1017,complete,,,,Trifolium subterraneum,,
NC_003819,Subterranean clover stunt virus,RefSeq,GCF_002994705.1,"Boevink,P., Chu,P.W., Keese,P., Boevink,P.C.","National Center for Biotechnology Information, NIH",USA,1994-11-27,F,Subterranean clover stunt virus,988,complete,,,,Trifolium subterraneum,,
NC_001639,Lactate dehydrogenase-elevating virus,RefSeq,GCF_000850185.1,"Faaberg,K.S., Plagemann,P.G., Palmer,G.A., Kuo,L., Chen,Z.","National Center for Biotechnology Information, NIH",USA,1994-11-05,,Gammaarterivirus lacdeh,14104,complete,,,,,,
NC_003480,Ilarvirus ApMV,RefSeq,GCF_000849545.1,"Shiel,P.J., Alrefai,R.H., Domier,L.L., Korban,S.S., Berger,P.H.","National Center for Biotechnology Information, NIH",USA,1994-11-05,,Ilarvirus ApMV,2056,complete,RNA 3,,,Malus domestica,,
NC_003755,Tenuivirus oryzaclavatae,RefSeq,GCF_000851385.1,"Toriyama,S., Takahashi,M., Sano,Y., Shimizu,T., Ishihama,A.","National Center for Biotechnology Information, NIH",USA,1994-11-02,T,Tenuivirus oryzaclavatae,8970,complete,RNA 1,,,,,
NC_003672,Peanut clump virus,RefSeq,GCF_000850625.1,"Herzog,E., Guilley,H., Manohar,S.K., Dollet,M., Richards,K., Fritsch,C., Jonard,G.","National Center for Biotechnology Information, NIH",USA,1994-11-01,,Peanut clump virus,5897,complete,RNA 1,,,,,
NC_003497,Bamboo mosaic virus satellite RNA,RefSeq,GCF_000850485.1,"Lin,N.S., Hsu,Y.H.","National Center for Biotechnology Information, NIH",USA,1994-10-15,,Bamboo mosaic virus satellite RNA,836,complete,,,,,,
NC_001728,Odontoglossum ringspot virus,RefSeq,GCF_000859905.1,"Ryu,K.H., Park,W.M.","National Center for Biotechnology Information, NIH",USA,1994-10-13,18KDa coat protein,Odontoglossum ringspot virus,6618,complete,,,,,,
