Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_007661,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1683,complete,6,China,,,,
NC_007662,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1504,complete,7,China,,,,
NC_007663,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1191,complete,8,China,,,,
NC_007664,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,1082,complete,9,China,,,,
NC_007665,Yunnan orbivirus,RefSeq,GCF_000864365.1,"Attoui,H., Jaafar,F.M., Belhouchet,M., Aldrovandi,N., Tao,S., Chen,B., Liang,G., Tesh,R.B., de Micco,P., de Lamballerie,X., Mohd Jaafar,F., De Micco,P., De Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,YOV-77-2,Yunnan orbivirus,Orbivirus,825,complete,10,China,,,,
NC_007666,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,3817,complete,1,France,,,,
NC_007667,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,3752,complete,2,France,,,,
NC_007669,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,3375,complete,4,France,,,,
NC_007670,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,3227,complete,5,France,,,,
NC_007671,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,1775,complete,6,France,,,,
NC_007672,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,1171,complete,7,France,,,,
NC_007673,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,1151,complete,8,France,,,,
NC_007674,Dinovernavirus aedis,RefSeq,GCF_000866085.1,"Attoui,H., Mohd Jaafar,F., Belhouchet,M., Biagini,P., Cantaloube,J.F., de Micco,P., de Lamballerie,X.","National Center for Biotechnology Information, NIH",USA,2005-12-17,,Dinovernavirus aedis,Dinovernavirus,1147,complete,9,France,,,,
NC_007538,Rosellinia necatrix partitivirus 1-W8,RefSeq,GCF_000864265.1,"Sasaki,A., Miyanishi,M., Ozaki,K., Onoue,M., Yoshida,K.","National Center for Biotechnology Information, NIH",USA,2005-11-10,,Rosellinia necatrix virus 1,Betapartitivirus,2279,complete,2,Japan: Okayama,,Rosellinia necatrix,plant root,
NC_007537,Rosellinia necatrix partitivirus 1-W8,RefSeq,GCF_000864265.1,"Sasaki,A., Miyanishi,M., Ozaki,K., Onoue,M., Yoshida,K.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rosellinia necatrix virus 1,Betapartitivirus,2299,complete,1,Japan: Okayama,,Rosellinia necatrix,plant root,
NC_007543,Rotavirus C,RefSeq,GCF_000864225.1,"James,V.L., Lambden,P.R., Deng,Y., Caul,E.O., Clarke,I.N., James,V.L.A.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,1350,complete,6,United Kingdom,,,,
NC_007544,Rotavirus C,RefSeq,GCF_000864225.1,"James,V.L., Lambden,P.R., Deng,Y., Caul,E.O., Clarke,I.N., James,V.L.A.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,1270,complete,7,United Kingdom,,,,
NC_007545,Rotavirus C,RefSeq,GCF_000864225.1,"James,V.L., Lambden,P.R., Deng,Y., Caul,E.O., Clarke,I.N., James,V.L.A.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,1037,complete,9,United Kingdom,,,,
NC_007546,Rotavirus C,RefSeq,GCF_000864225.1,"Chen,Z., Lambden,P.R., Lau,J., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,2736,complete,2,United Kingdom: Bristol,,,,
NC_007547,Rotavirus C,RefSeq,GCF_000864225.1,"Chen,Z., Lambden,P.R., Lau,J., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,3309,complete,1,,,,,
NC_007569,Rotavirus C,RefSeq,GCF_000864225.1,"Lambden,P.R., Cooke,S.J., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,4077-89,Rotavirus C,Rotavirus,730,complete,10,,,,,
NC_007570,Rotavirus C,RefSeq,GCF_000864225.1,"Cooke,S.J., Lambden,P.R., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,4077-89,Rotavirus C,Rotavirus,1353,complete,5,,,,,
NC_007571,Rotavirus C,RefSeq,GCF_000864225.1,"Grice,A.S., Lambden,P.R., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,Bristol,Rotavirus C,Rotavirus,1063,complete,8,,,,,
NC_007574,Rotavirus C,RefSeq,GCF_000864225.1,"Samarbaf-Zadeh,A.R., Lambden,P.R., Green,S.M., Deng,Y., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Rotavirus C,Rotavirus,2166,complete,4,,,,,
NC_007582,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Aquareovirus salmonis,Aquareovirus,3947,complete,1,,,,,
NC_007583,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-07,,Aquareovirus salmonis,Aquareovirus,3867,complete,2,,,,,
NC_007533,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Wei,C.Z., Osaki,H., Iwanami,T., Matsumoto,N., Ohtsu,Y., Wei,C.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Mycoreovirus 3,Mycoreovirus,3773,complete,2,,,,,
NC_007534,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Wei,C.Z., Osaki,H., Iwanami,T., Matsumoto,N., Ohtsu,Y., Wei,C.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Mycoreovirus 3,Mycoreovirus,2089,complete,5,,,,,
NC_007535,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Wei,C.Z., Osaki,H., Iwanami,T., Matsumoto,N., Ohtsu,Y., Wei,C.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Mycoreovirus 3,Mycoreovirus,4143,complete,1,,,,,
NC_007585,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,1619,complete,4,,,,,
NC_007586,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,2242,complete,5,,,,,
NC_007587,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,1395,complete,7,,,,,
NC_007588,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,1317,complete,8,,,,,
NC_007589,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,1118,complete,9,,,,,
NC_007590,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,985,complete,10,,,,,
NC_007591,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,783,complete,11,,,,,
NC_007592,Chum salmon reovirus CS,RefSeq,GCF_000866805.1,"Winton,J.R., Lannan,C.N., Fryer,J.L., Hedrick,R.P., Meyers,T.R., Plumb,J.A., Yamamoto,T., Rao,S., Carner,G.R., Chen,W.","National Center for Biotechnology Information, NIH",USA,2005-11-04,,Aquareovirus salmonis,Aquareovirus,2052,complete,6,,,,,
NC_007524,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,2259,complete,4,,,,,
NC_007525,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,2030,complete,6,,,,,
NC_007526,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,1509,complete,7,,,,,
NC_007527,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,1299,complete,8,,,,,
NC_007528,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,1226,complete,9,,,,,
NC_007529,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,1171,complete,10,,,,,
NC_007531,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,1003,complete,11,,,,,
NC_007532,Mycoreovirus 3,RefSeq,GCF_000865205.1,"Osaki,H., Wei,C.Z., Arakawa,M., Iwanami,T., Nomura,K., Matsumoto,N., Ohtsu,Y.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Mycoreovirus 3,Mycoreovirus,943,complete,12,,,,,
NC_007539,Penicillium chrysogenum virus,RefSeq,GCF_000865945.1,"Caston,J.R., Ghabrial,S.A., Jiang,D., Rivas,G., Alfonso,C., Roca,R., Luque,D., Carrascosa,J.L., Soldevila,A.I.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Alphachrysovirus penicillii,Alphachrysovirus,3562,complete,1,,,Penicillium chrysogenum,,
NC_007540,Penicillium chrysogenum virus,RefSeq,GCF_000865945.1,"Jiang,D., Ghabrial,S.A., Caston,J.R., Rivas,G., Alfonso,C., Roca,R., Luque,D., Carrascosa,J.L., Soldevila,A.I.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Alphachrysovirus penicillii,Alphachrysovirus,3200,complete,2,,,Penicillium chrysogenum,,
NC_007542,Penicillium chrysogenum virus,RefSeq,GCF_000865945.1,"Jiang,D., Ghabrial,S.A., Caston,J.R., Rivas,G., Alfonso,C., Roca,R., Luque,D., Carrascosa,J.L., Soldevila,A.I.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Alphachrysovirus penicillii,Alphachrysovirus,2902,complete,4,,,Penicillium chrysogenum,,
NC_007559,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,4170,complete,1,,,,,
NC_007560,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,3780,complete,2,,,,,
NC_007562,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,3362,complete,4,,,,,
NC_007563,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,2106,complete,5,,,,,
NC_007564,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,1935,complete,6,,,,,
NC_007565,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,1606,complete,7,,,,,
NC_007566,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,1584,complete,8,,,,,
NC_007567,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,1547,complete,9,,,,,
NC_007568,Operophtera brumata reovirus,RefSeq,GCF_000865965.1,"Graham,R.I., Rao,S., Possee,R.D., Sait,S.M., Mertens,P.P.C., Hails,R.S.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Operophtera brumata reovirus,,1509,complete,10,,,,,
NC_007573,Rotavirus C,RefSeq,GCF_000864225.1,"Deng,Y., Fielding,P.A., Lambden,P.R., Caul,E.O., Clarke,I.N.","National Center for Biotechnology Information, NIH",USA,2005-11-02,,Rotavirus C,Rotavirus,613,complete,11,,,,,
NC_007366,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1762,complete,4,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007367,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1027,complete,7,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007368,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1467,complete,6,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007369,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1566,complete,5,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007370,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,890,complete,8,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007372,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,2341,complete,2,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007373,Influenza A virus (A/New York/392/2004(H3N2)),RefSeq,GCF_000865085.1,"Ghedin,E., Miller,N., Zaborsky,J., Feldblyum,T., Subbu,V., Shumway,M., Sitz,J., Kosack,D., Koo,H., Salzberg,S.L., Griesemer,S., St. George,K., Bennett,R., Taylor,J., Bao,Y., Bolotov,P., Dernovoy,D., Lipman,D.J., Tatusova,T.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,2341,complete,1,"USA: Tompkins County, NY",NY,Homo sapiens,,2004-12-21
NC_007374,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Schafer,J.R., Kawaoka,Y., Bean,W.J., Suss,J., Senne,D., Webster,R.G.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1773,complete,4,,,,,
NC_007375,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Kawaoka,Y., Krauss,S., Webster,R.G.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,2341,complete,2,,,,,
NC_007377,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Ito,T., Gorman,O.T., Kawaoka,Y., Bean,W.J., Webster,R.G.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1027,complete,7,,,,,1968
NC_007378,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Gorman,O.T., Donis,R.O., Kawaoka,Y., Webster,R.G.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,2341,complete,1,,,,,1968
NC_007380,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Lindstrom,S.E., Cox,N.J., Klimov,A.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,838,complete,8,,,Homo sapiens,,1968
NC_007381,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Lindstrom,S.E., Cox,N.J., Klimov,A.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1497,complete,5,,,Homo sapiens,,1968
NC_007382,Influenza A virus (A/Korea/426/1968(H2N2)),RefSeq,GCF_000866645.1,"Lindstrom,S.E., Cox,N.J., Klimov,A.","National Center for Biotechnology Information, NIH",USA,2005-08-30,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,1410,complete,6,,,Homo sapiens,,1968
NC_007358,Influenza A virus (A/goose/Guangdong/1/1996(H5N1)),RefSeq,GCF_000864105.1,"Xu,X., Subbarao, Cox,N.J., Guo,Y., Subbarao,K.","National Center for Biotechnology Information, NIH",USA,2005-08-26,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,2341,complete,2,China,,Anatidae,,1996
